,RI,Na,Mg,Al,Si,K,Ca,Ba,Fe,Type
60,0.9280588888153688,0.8486766398158804,0.0,0.5714285714285714,0.9683065906378464,0.0,0.5268684373069795,0.5047619047619047,0.0,7
61,0.9305084965438776,0.7784810126582279,0.5707849592791543,0.4342857142857143,0.95531096671529,0.0933977455716586,0.5429277331686225,0.0,0.0,3
62,0.9224720641714006,0.7410817031070197,0.5707849592791543,0.0,0.9717544092295451,0.0,0.4972205064854849,0.0,0.4705882352941176,1
63,0.9386738556389068,0.8498273878020715,0.9422110552763818,0.0828571428571428,0.9550457499005436,0.0,0.5558987029030266,0.0,0.0,1
64,0.8122744635045285,0.7416570771001152,0.9095477386934672,0.4485714285714285,0.9675109401936084,0.0982286634460547,0.4524650917891025,0.0,0.0,2
65,0.9109546102899896,0.7479861910241657,0.5707849592791543,0.8628571428571428,0.9375414401273042,1.0,0.0,0.0,0.0,5
66,0.925652256661044,0.7439585730724971,0.8894472361809045,0.4628571428571428,0.9675109401936084,0.1030595813204508,0.4959851760345892,0.0,0.4117647058823529,2
67,0.9455929230825904,0.8239355581127734,0.9798994974874372,0.3641125541125539,0.9481501127171464,0.0,0.5861642989499691,0.0,0.0,3
68,0.9296060094860056,0.7479861910241657,0.9045226130653266,0.3885714285714285,0.9679087654157272,0.0917874396135265,0.5188387893761581,0.0707780379911527,0.2156862745098039,1
69,1.0,0.0,0.0,0.2857142857142857,0.9303805861291606,0.0193236714975845,1.0,0.0,0.4705882352941176,2
70,0.7832047487203297,0.7600690448791716,0.9472361809045226,0.2257142857142857,0.9546479246784246,0.0,0.6189005558987029,0.0258576548899129,0.0,1
71,0.9466673124371994,0.0,0.9170854271356784,0.2485714285714285,0.9576979180480044,0.0305958132045088,0.6084002470660901,0.0,0.3333333333333333,1
72,0.9246638184548032,0.826812428078251,0.0,0.7828571428571429,0.966052247712505,0.0,0.5836936380481778,0.1714285714285714,0.1086739780658025,7
73,0.94292843748316,0.8262370540851554,0.0,0.5771428571428571,0.9736109269327676,0.0,0.0,0.0258576548899129,0.0,7
74,0.9364821013555042,0.732451093210587,0.464824120603015,0.5314285714285715,0.9639305131945366,0.0966183574879227,0.6232242124768375,0.0,0.0,5
75,0.9299498140794809,0.7364787111622556,0.9195979899497488,0.3628571428571428,0.9681739822304736,0.0966183574879227,0.5287214329833231,0.0,0.0,1
76,0.9285316201313965,0.7105868814729575,0.6834170854271356,0.4657142857142856,0.9663174645272512,0.1127214170692431,0.5701050030883261,0.0,0.0,2
77,0.9306374232664308,0.0,0.9170854271356784,0.0,0.9680413738231004,0.0096618357487922,0.5515750463248918,0.0,0.0,3
78,0.931797763769408,0.7479861910241657,0.9547738693467336,0.3085714285714285,0.9689696326747116,0.0901771336553945,0.0,0.0,0.0,2
79,0.9239332336936688,0.8170310701956272,0.0,0.7971428571428572,0.9741413605622596,0.0064412238325281,0.5583693638048177,0.0,0.1764705882352941,7
80,0.7423827402347118,0.7882623705408516,0.0,0.3885714285714285,0.9447022941254476,0.0305958132045088,0.0,0.0258576548899129,0.196078431372549,2
81,0.9329151286982018,0.7669735327963176,0.8391959798994973,0.44,0.95663705078902,0.0901771336553945,0.5552810376775787,0.0,0.0,3
82,0.925781183383596,0.7399309551208286,0.0,0.5228571428571428,0.9797109136719268,0.0,0.62816553428042,0.0,0.0,5
83,0.93880278236146,0.0,0.0,0.16,0.974406577377006,0.0,0.6930203829524397,0.0,0.0,6
84,0.9227728931906912,0.7491369390103568,0.0,0.44,0.9695000663042036,0.1159420289855072,0.4879555281037677,0.0,0.0,2
85,0.9286175712797649,0.8601841196777906,0.0,0.5142857142857142,0.892033005638826,0.0,0.531809759110562,0.492063492063492,0.0,7
86,0.9491598957398928,0.7899884925201381,0.5495623277678715,0.2057142857142856,0.9515979313088452,0.0273752012882447,0.6016059295861643,0.0,0.0,1
87,0.9236753802485628,0.8601841196777906,0.0,0.6485714285714286,0.9720196260442912,0.0,0.5379864113650402,0.2126984126984127,0.0,7
88,0.221975674584737,0.7986191024165709,0.4472361809045226,0.0,0.9693674578968308,0.0,0.5355157504632488,0.2412698412698412,0.0,7
89,0.93880278236146,0.7272727272727274,0.0,0.4714285714285713,0.9779870043760776,0.0611916264090177,0.7121680049413217,0.0,0.0,5
90,0.9218274305586354,0.855005753739931,0.922110552763819,0.0,0.9530566237899484,0.0,0.4546016059295861,0.0,0.1086739780658025,2
91,0.929262204892531,0.7387802071346375,0.879396984924623,0.3257142857142857,0.0,0.0,0.5281037677578753,0.0,0.0,1
92,0.9430573642057132,0.779631760644419,0.5251256281407034,0.4771428571428571,0.9571674844185124,0.0853462157809984,0.5911056207535516,0.0857142857142857,0.3333333333333333,2
93,0.9261249879770714,0.73590333716916,0.8844221105527638,0.44,0.9728152764885294,0.1062801932367149,0.4879555281037677,0.0,0.0,2
94,0.221975674584737,0.733601841196778,0.7160804020100502,0.4114285714285713,0.9716218008221722,0.0917874396135265,0.5429277331686225,0.0349206349206349,0.4313725490196078,2
95,0.221975674584737,0.7537399309551209,0.9974874371859296,0.3399999999999999,0.9606153030102108,0.0966183574879227,0.5206917850525015,0.0,0.0,2
96,0.9249216718999094,0.7715765247410817,0.8919597989949748,0.3571428571428571,0.0,0.109500805152979,0.5153877074815926,0.0,0.1086739780658025,2
97,0.221975674584737,0.7721518987341773,0.8542713567839195,0.0,0.9639305131945366,0.0950080515297906,0.5138974675725756,0.0,0.0,3
98,0.9372986372650072,0.7848101265822786,0.8894472361809045,0.0,0.9634000795650446,0.0257648953301127,0.5491043854231007,0.0,0.4705882352941176,3
99,0.221975674584737,0.7548906789413119,0.8567839195979899,0.4514285714285714,0.9714891924147993,0.0112721417069243,0.5182211241507103,0.0,0.1086739780658025,2
100,0.221975674584737,0.6461449942462602,0.0,0.3735267857142857,0.970826150377934,0.0,0.0,0.0,0.0,2
101,0.221975674584737,0.7399309551208286,0.8844221105527638,0.6057142857142858,0.9635326879724176,0.1111111111111111,0.4922791846819023,0.0,0.0,2
102,0.9333019088658618,0.7439585730724971,0.9396984924623116,0.3171428571428571,0.9584935684922424,0.0544947984561511,0.5534280420012353,0.0,0.0,2
103,0.9357515165943706,0.7813578826237055,0.8417085427135678,0.3514285714285714,0.955841400344782,0.0544947984561511,0.5503397158739962,0.0,0.1086739780658025,1
104,0.9507499919847148,0.855005753739931,0.5527638190954773,0.5885714285714285,0.931706670202891,0.1223832528180354,0.0,0.0,0.0,7
105,0.9248786963257256,0.0,0.8768844221105527,0.4342857142857143,0.9634000795650446,0.107890499194847,0.4990735021618283,0.0,0.1086739780658025,2
106,0.9323994218079896,0.7261219792865363,0.5495623277678715,0.2371428571428571,0.9787826548203156,0.0563607085346215,0.5818406423718344,0.0,0.1086739780658025,2
107,0.9605484228987508,0.6588032220943614,0.0,0.537142857142857,0.9573000928258852,0.1304347826086956,0.8177887584928968,0.0,0.6666666666666667,2
108,0.9021016420080104,1.0,0.5495623277678715,0.0971428571428571,1.0,0.0,0.4107473749227918,0.0,0.0,6
109,0.221975674584737,0.0,0.922110552763819,0.3314285714285714,0.9695000663042036,0.0544947984561511,0.5153877074815926,0.0,0.0,1
110,0.9466673124371994,0.0,0.8994974874371858,0.2571428571428571,0.9574327012332584,0.037037037037037,0.6065472513897467,0.0,0.3137254901960784,1
111,0.9247927451773564,0.6996547756041428,0.5495623277678715,0.3857142857142857,0.9665826813419972,0.0544947984561511,0.5268684373069795,0.0,0.0,3
112,0.9268125971640212,0.7669735327963176,0.8894472361809045,0.46,0.0,0.109500805152979,0.5009264978381717,0.0258576548899129,0.0,2
113,0.9258098337663858,0.8319907940161106,0.5628140703517588,0.4628571428571428,0.9598196525659728,0.0,0.5719579987646695,0.0,0.1086739780658025,6
114,0.9251795253450164,0.7802071346375145,0.8969849246231154,0.0,0.0,0.1030595813204508,0.4916615194564546,0.0,0.0,2
115,0.9409945366448637,0.804372842347526,0.5495623277678715,0.4657142857142856,0.9515979313088452,0.0,0.6522544780728845,0.0,0.3529411764705882,2
116,0.9231596733583496,0.7422324510932107,0.0,0.4142857142857142,0.9688370242673386,0.0708534621578099,0.5108091414453366,0.0,0.0,2
117,0.9226439664681384,0.0,0.0,0.4342857142857143,0.9693674578968308,0.107890499194847,0.4836318715256331,0.0,0.0,2
118,0.221975674584737,0.6508453571744712,0.8994974874371858,0.3914285714285714,0.955841400344782,0.0901771336553945,0.5126621371216801,0.0,0.0,1
119,0.9466243368630148,0.6346375143843499,0.4296482412060301,0.4457142857142857,0.9738761437475136,0.0933977455716586,0.717726991970352,0.0,0.0,5
120,0.931539910324302,0.7888377445339472,0.9874371859296482,0.3735267857142857,0.9522609733457102,0.0869565217391304,0.5071031500926498,0.0,0.2941176470588235,2
121,0.221975674584737,0.0,0.0,0.3171428571428571,0.9649913804535208,0.0177133655394524,0.5311920938851142,0.0,0.0,3
122,0.9237183558227472,0.7784810126582279,0.8919597989949748,0.44,0.9679087654157272,0.0628019323671497,0.480543545398394,0.0,0.0,1
123,0.9276291330735252,0.7479861910241657,0.871859296482412,0.5114285714285715,0.9643283384166556,0.1062801932367149,0.5052501544163063,0.0,0.1086739780658025,2
124,0.7423827402347118,0.7485615650172612,0.879396984924623,0.4228571428571428,0.9665826813419972,0.0544947984561511,0.5015441630636195,0.0,0.0,2
125,0.933130006569124,0.756041426927503,0.7135678391959798,0.3657142857142857,0.966052247712505,0.0885668276972624,0.5602223594811612,0.0,0.0,1
126,0.9239332336936688,0.8135788262370542,0.0,0.8228571428571427,0.9628696459355524,0.0,0.5153877074815926,0.3365079365079365,0.0,7
127,0.221975674584737,0.6508453571744712,0.972361809045226,0.3628571428571428,0.9542500994563056,0.0,0.5153877074815926,0.0258576548899129,0.6274509803921569,2
128,0.9365250769296888,0.8141542002301497,0.0,0.5971428571428571,0.9645935552314016,0.0,0.6720197652872143,0.0,0.0,6
129,0.7832047487203297,0.732451093210587,0.8618090452261307,0.3735267857142857,0.9673783317862352,0.0998389694041868,0.5410747374922792,0.0258576548899129,0.588235294117647,1
130,0.9301646919504024,0.7278481012658229,0.8944723618090452,0.3714285714285714,0.9691022410820846,0.0982286634460547,0.5367510809141445,0.0,0.2745098039215686,1
131,0.221975674584737,0.7600690448791716,0.0,0.3735267857142857,0.0,0.0950080515297906,0.5305744286596664,0.0,0.0,1
132,0.7423827402347118,0.759493670886076,0.9120603015075376,0.3057142857142857,0.965787030897759,0.0917874396135265,0.5194564546016059,0.0285714285714285,0.3333333333333333,2
133,0.945249118489116,0.6508453571744712,0.0829145728643216,0.4314285714285714,0.9732131017106486,0.0209339774557165,0.0,0.0,0.5490196078431373,5
134,0.9443896070054284,0.7876869965477561,0.902010050251256,0.0,0.9542500994563056,0.0144927536231884,0.5806053119209388,0.0,0.0,1
135,0.930078740802034,0.7600690448791716,0.5495623277678715,0.3685714285714285,0.9628696459355524,0.0917874396135265,0.5153877074815926,0.0,0.0,1
136,0.221975674584737,0.0,0.0,0.1914285714285714,0.9550457499005436,0.0096618357487922,0.8894379246448425,0.0,0.0,2
137,0.9298638629311116,0.7370540851553511,0.8894472361809045,0.3514285714285714,0.971223975600053,0.0933977455716586,0.0,0.0,0.0,1
138,0.9299927896536656,0.7468354430379748,0.8894472361809045,0.3457142857142857,0.8510011934756663,0.1046698872785829,0.5090713036923817,0.0,0.1133578431372547,1
139,0.9320126416403304,0.7669735327963176,0.641238981794217,0.3571428571428571,0.8510011934756663,0.0837359098228663,0.5015441630636195,0.0,0.0,2
140,0.9063991994264472,0.7474108170310703,0.871859296482412,0.32,0.9677761570083544,0.0998389694041868,0.515750463248919,0.0,0.6078431372549019,1
141,0.9296060094860056,0.731300345224396,0.8592964824120602,0.3428571428571428,0.970693541970561,0.0950080515297906,0.5336627547869055,0.0,0.0,1
142,0.9226869420423228,0.7531645569620253,0.8844221105527638,0.4428571428571428,0.9663174645272512,0.109500805152979,0.4972205064854849,0.0,0.1764705882352941,2
143,0.3103504965043147,0.0,0.8517587939698492,0.3567741935483871,0.9632674711576716,0.0837359098228663,0.5342804200123533,0.0,0.0,3
144,0.9027892511949592,0.7876869965477561,0.8040201005025125,0.3567741935483871,0.965521814083013,0.2834138486312399,0.3353922174181593,0.3777777777777777,0.0,7
145,0.9248786963257256,0.8596087456846951,0.0,0.5342857142857143,0.9695000663042036,0.0704818530905487,0.5355157504632488,0.438095238095238,0.0,7
146,0.9492888224624468,0.8176064441887227,0.9597989949748742,0.1342857142857142,0.951730539716218,0.0177133655394524,0.5911056207535516,0.0594470046082949,0.0,1
147,0.3103504965043147,0.6340621403912543,0.0,0.2142857142857142,0.9691022410820846,0.0,0.9240271772699196,0.0,0.0,2
148,0.9266836704414684,0.7612197928653626,0.8894472361809045,0.4228571428571428,0.0,0.0901771336553945,0.5003088326127239,0.0,0.0,2
149,0.935837467742739,0.7761795166858458,0.8743718592964823,0.3857142857142857,0.9541174910489326,0.0885668276972624,0.5558987029030266,0.0,0.0,1
150,0.9466673124372004,0.7508630609896434,0.9170854271356784,0.0,0.9590240021217346,0.0305958132045088,0.6084002470660901,0.0594470046082949,0.3333333333333333,1
151,0.9308523011373532,0.0,0.641238981794217,0.3657142857142857,0.966184856119878,0.0966183574879227,0.5243977764051884,0.0,0.0,1
152,0.8368372394167292,0.9085155350978136,0.4597989949748743,0.3567741935483871,0.9339610131282324,0.0499194847020934,0.531809759110562,0.5333333333333333,0.0,7
153,0.3103504965043147,0.7566168009205985,0.641238981794217,0.3,0.971223975600053,0.0,0.5089561457689932,0.0,0.0,1
154,0.9884825461185898,0.6173762945914846,0.0,0.6,0.8510011934756663,0.0933977455716586,0.8214947498455837,1.0,0.5490196078431373,2
155,0.9334308355884148,0.6718951934141811,0.0,0.0,0.9600848693807188,0.0933977455716586,0.5200741198270536,0.0,0.0,2
156,0.9577550105767668,0.7957422324510933,0.641238981794217,0.3342857142857142,0.9435088184590904,0.0128824476650563,0.666460778258184,0.0,0.1133578431372547,2
157,0.9301646919504024,0.7226697353279633,0.8844221105527638,0.4085714285714285,0.970030499933696,0.0704818530905487,0.5274861025324273,0.0,0.0,1
158,0.9295630339118208,0.7756041426927504,0.9396984924623116,0.3342857142857142,0.9679087654157272,0.0950080515297906,0.4959851760345892,0.0,0.0,1
159,0.953672331029252,0.7733026467203683,0.8391959798994973,0.0,0.9598196525659728,0.0966183574879227,0.5453983940704138,0.0,0.0,7
160,0.9363101990587666,0.7997698504027619,0.9371859296482412,0.3371428571428571,0.956371833974274,0.0096618357487922,0.5491043854231007,0.0,0.0,1
161,0.3103504965043147,0.7756041426927504,0.9396984924623116,0.2571428571428571,0.0,0.0289855072463768,0.5935762816553427,0.0594470046082949,0.1372549019607843,1
162,0.9147364608182142,0.0,0.0,0.3567741935483871,0.9584935684922424,0.1771336553945249,0.4373069796170475,0.0,0.0,2
163,0.9426276084638694,0.0,0.4045226130653266,0.62,0.9571674844185124,0.1223832528180354,0.5090713036923817,0.0761904761904761,1.0,5
164,0.9210538702233162,0.7980437284234753,0.0,0.3567741935483871,0.0,0.0,0.5812229771463866,0.0594470046082949,0.0196078431372549,7
165,0.9248786963257256,0.7733026467203683,0.9070351758793967,0.44,0.959952260973346,0.1062801932367149,0.4959851760345892,0.0,0.0,2
166,0.9215266015393446,0.7646720368239356,0.8668341708542713,0.0,0.0,0.0901771336553945,0.5293390982087708,0.0,0.0,1
167,0.8368372394167292,0.8187571921749138,0.641238981794217,0.5942857142857143,0.0,0.0,0.5324274243360098,0.53015873015873,0.0,7
168,0.9225150397455852,0.761795166858458,0.641238981794217,0.42,0.9693674578968308,0.0,0.5090713036923817,0.0,0.0,2
169,0.9027821373244036,0.7589182968929805,0.0,0.3714285714285714,0.9591566105291076,0.0885668276972624,0.5090713036923817,0.0,0.5490196078431373,2
170,0.3103504965043147,0.8636363636363638,0.641238981794217,0.7171428571428571,0.9687044158599656,0.0080515297906602,0.5453983940704138,0.1682539682539682,0.0,7
171,0.9323134706596212,0.7894131185270427,0.0,0.16,0.8510011934756663,0.0,0.0,0.0,0.0,2
172,0.9259530856803346,0.6718951934141811,0.8969849246231155,0.3567741935483871,0.9640631216019095,0.0901771336553945,0.5213094502779493,0.0,0.196078431372549,3
173,0.9294341071892678,0.0,0.8969849246231155,0.3857142857142857,0.8510011934756663,0.0998389694041868,0.5305744286596664,0.0,0.0,1
174,0.9474838483467024,0.665132336018412,0.472361809045226,0.4457142857142857,0.966184856119878,0.0756843800322061,0.7047560222359481,0.0594470046082949,0.0,5
175,0.3103504965043147,0.7698504027617953,0.879396984924623,0.3285714285714285,0.966052247712505,0.0805152979066022,0.5206917850525015,0.0,0.0,1
176,0.92560928108686,0.0,0.8819095477386933,0.4114285714285713,0.8510011934756663,0.0704818530905487,0.5090713036923817,0.019047619047619,0.4901960784313725,2
177,0.9295200583376372,0.7232451093210588,0.0,0.3942857142857142,0.9732131017106486,0.0966183574879227,0.5281037677578753,0.0,0.1176470588235294,1
178,0.9325713241047272,0.7405063291139241,0.8743718592964823,0.3685714285714285,0.8510011934756663,0.0966183574879227,0.5206917850525015,0.0,0.0,1
179,0.9538872089001744,0.7894131185270427,0.9346733668341708,0.1457142857142857,0.951465322901472,0.0144927536231884,0.6213712168004941,0.0,0.3137254901960784,1
180,0.9312390813050112,0.7600690448791716,0.8743718592964823,0.3567741935483871,0.0,0.0,0.5206917850525015,0.0594470046082949,0.0,1
181,0.9290903025957932,0.7019562715765247,0.8165829145728642,0.3314285714285714,0.9753348362286168,0.0998389694041868,0.5497220506485485,0.0,0.4705882352941176,2
182,0.9287894735765024,0.7353279631760645,0.9095477386934672,0.3685714285714285,0.965256597268267,0.0950080515297906,0.5373687461395923,0.0594470046082949,0.0,1
183,0.9192488961075737,0.8060989643268125,0.641238981794217,1.0,0.926800159130089,0.2705314009661836,0.3625694873378629,0.0,0.0,5
184,0.9216985038360814,0.7318757192174915,0.0,0.0,0.970693541970561,0.0,0.499691167387276,0.0,0.4705882352941176,1
185,0.9295630339118208,0.7704257767548908,0.9195979899497488,0.3399999999999999,0.965256597268267,0.0917874396135265,0.0,0.0,0.2156862745098039,1
186,0.9199794808687072,0.8273878020713465,0.0,0.76,0.8510011934756663,0.0064412238325281,0.560840024706609,0.0,0.0,7
187,0.9275431819251558,0.7756041426927504,0.8743718592964823,0.0,0.961676170269195,0.0998389694041868,0.5090713036923817,0.0,0.0,2
188,0.9255233299384908,0.0,0.7989949748743719,0.3514285714285714,0.9676435486009812,0.0933977455716586,0.5441630636195182,0.0,0.4705882352941176,2
189,0.9341184447753648,0.7686996547756042,0.0,0.4085714285714285,0.9582283516774964,0.0821256038647343,0.5311920938851142,0.0,0.0,2
190,0.9369548326715328,0.759493670886076,0.836683417085427,0.3657142857142857,0.9595544357512268,0.0966183574879227,0.5645460160592959,0.0,0.2156862745098039,1
191,0.9298638629311116,0.7991944764096663,0.9045226130653266,0.3885714285714285,0.9644609468240288,0.0772946859903381,0.4836318715256331,0.0,0.1133578431372547,1
192,0.9267696215898376,0.7289988492520139,0.7236180904522612,0.4885714285714285,0.970826150377934,0.0,0.5274861025324273,0.0,0.0,2
193,0.9498904805010272,0.6718951934141811,0.957286432160804,0.2228571428571428,0.8510011934756663,0.0,0.5090713036923817,0.0,0.0,1
